trdmn,mkt_rf,smb,hml,umd,rf,smb_equal,hml_equal,umd_equal,rmw,cma,rmw_equal,cma_equal
201706,0.0479177326,-0.019506713,-0.003422803,0.0021109606,0.001241,-0.014830701,0.0090750137,0.0017313335,-0.005871893,-0.026114618,0.007573736,0.0013191537
201707,0.0178091515,-0.014170813,0.0600452803,0.0290793524,0.001241,-0.022232189,0.0610220697,0.0406507318,-0.022152548,0.0493743399,0.0078546495,0.037061098
201708,0.0188258627,0.0039273673,-0.03100472,-0.043236878,0.001241,0.0053848572,-0.023780815,-0.035891282,-0.018269368,0.0032416833,-0.016067827,-0.002403594
201709,0.0158640638,-0.006304253,-0.027590981,-0.018037846,0.001241,-0.001211223,-0.022683859,-0.022302047,0.0055321782,-0.025299206,-0.000345265,-0.020857445
201710,0.0148964475,-0.053716822,-0.008393022,0.068415387,0.001241,-0.01582907,-0.004815408,0.0287487235,0.0587638486,-0.059478365,0.0323333701,-0.025024638
201711,-0.034034412,-0.033677975,0.0419981959,0.0553044202,0.001241,-0.019038441,0.0361769913,0.0365186207,0.0487189147,0.009077072,0.0185337029,0.0059955474
201712,0.0046000484,-0.030646447,-0.002624888,0.0452049324,0.001241,-0.009983743,0.007515963,0.0291561513,0.0311246466,-0.0238208,0.0167715039,-0.009870843
201801,0.0211900682,-0.056624378,0.0591083508,0.069463756,0.001241,-0.022518261,0.0432256777,0.0281908278,0.0813463566,0.0033485331,0.0400776134,-0.006819965
201802,-0.047200179,-0.01438971,-0.024858501,0.0176590375,0.001241,-0.01877833,-0.008736366,0.0367412776,-0.009280831,-0.031370619,0.0158127961,-0.03253508
201803,-0.005643193,0.0407571826,-0.080993479,-0.105700519,0.001241,0.0244673759,-0.077159949,-0.087339988,-0.052681841,-0.036035224,-0.028669437,-0.01629101
201804,-0.03700948,-0.008750165,-0.005548208,0.0378243383,0.001241,-0.000187144,-0.005033109,0.0266882011,0.0202441225,0.0206115116,0.0030909963,-0.000541702
201805,0.0121179385,-0.034612047,-0.005937428,0.0512443376,0.001241,0.0126563134,0.0085099948,0.0022480916,0.0696213472,-0.012679761,0.0441832914,0.0029604571
201806,-0.08253197,-0.026895544,0.0075359629,0.0626599051,0.001241,-0.000932882,0.0159275614,0.0256123039,0.0491227712,0.001862324,0.0231926653,-0.00049324
201807,0.0014507171,0.0161707115,0.0402238794,-0.039041445,0.001241,0.015789842,0.0382927602,-0.051516634,-0.008795328,0.0334584139,-0.017114914,0.0268924089
201808,-0.066005376,-0.002984652,0.0284693232,0.0147864603,0.001241,0.001567011,0.0184057432,0.0076192859,-0.004462681,0.0400151374,-0.010387302,0.0178774874
201809,0.0184492379,-0.02681555,0.020559619,0.0139924382,0.001241,-0.003793491,0.0218413572,-0.020269036,0.0258225134,0.0461400674,-0.006081907,0.0163076801
201810,-0.111768233,0.0317585878,0.0359371449,-0.007237076,0.001241,0.0309403589,0.0105830554,-0.011289967,-0.016402487,0.0355240581,-0.004959983,0.0187286033
201811,0.0208789122,0.0455511911,-0.020141872,-0.084985552,0.001241,0.0203842156,0.0021984426,-0.067646932,-0.057716911,-0.026419751,-0.036535552,0.0169034558
201812,-0.039218518,-0.002470452,-0.005204285,0.0304043027,0.001241,0.010618317,-0.007809455,0.0092616851,0.0066793404,0.015790113,0.0042555026,0.0068119474
201901,0.0219998319,-0.056640747,0.014641585,0.0327443271,0.001241,-0.025392889,0.0352747777,0.0161215869,0.0478252479,-0.025035276,0.0150530916,-0.007659005
201902,0.1623400975,0.0623326066,-0.034190379,-0.158153221,0.001241,0.0136237978,-0.028596928,-0.091443429,-0.104004442,-0.023209808,-0.052979456,-0.004805863
201903,0.0805440953,0.0316529569,-0.024283002,-0.00791581,0.001241,0.0063353627,-0.001172684,0.002772849,-0.043985119,-0.022587759,-0.02942716,0.0063025044
201904,-0.017531237,-0.018504822,0.0085579279,0.0477099954,0.001241,0.0055684723,0.0284034674,0.0069031808,0.0408563097,-0.006607112,0.0041862279,0.009923297
201905,-0.060952921,0.0120292752,-0.007794191,0.0377832687,0.001241,0.0233551429,-0.009738341,0.0027466109,-0.013289096,0.0286314244,-0.02822612,0.0306430497
201906,0.0261072808,-0.037952913,-0.030069702,0.018512321,0.001241,-0.006575353,-0.013441224,-0.007098448,0.0398929981,-0.015453921,0.0196595169,-0.003647941
201907,-0.006371846,-0.019334788,-0.019763281,0.0064469579,0.001241,-0.002645479,-0.019229701,-0.000512512,0.0109740835,-0.020120899,0.0205529183,-0.023393503
201908,0.0004924297,-0.021503509,-0.067352226,0.058508509,0.001241,-0.011381939,-0.041032417,0.0249588428,0.0196169708,-0.055016108,0.0032014218,-0.014813365
201909,0.0024497988,0.0167592781,-0.006866671,-0.015682714,0.001241,0.0123750333,-0.019449222,-0.004979488,0.0146281671,-0.008620361,0.0114406576,-0.02223262
201910,0.0029941785,-0.009766534,-0.016768291,0.0345544905,0.001241,-0.002937301,-0.002646364,0.0157524553,0.0094300742,-0.025573052,0.0074237847,-0.013168206
201911,-0.014367707,-0.01086585,0.0092755037,-0.004724348,0.001241,-0.006929543,0.007325947,-0.008014358,0.0110739462,0.0041090981,0.0114510674,0.0064358053
201912,0.0703324157,0.0128822646,0.000494242,0.0143357378,0.001241,0.0096361354,-0.006935181,0.0059037984,-0.000709976,-0.014279158,-0.0016494,0.0019260564
202001,-0.003960627,0.0183725156,-0.042092524,0.0448453626,0.001241,-0.003987391,-0.036501475,0.054868545,-0.013919271,-0.016280191,0.0042877704,-0.030970645
202002,0.0007874474,-0.000651907,-0.040707182,0.0690502185,0.001241,-0.014828693,-0.027149992,0.0575653751,-0.030698596,-0.015821001,-0.010051938,-0.02198283
202003,-0.057062781,0.0245084395,0.0159798539,-0.031977397,0.001241,0.0364839436,0.0286306517,-0.068464977,0.0132737205,0.0080677926,-0.011128362,0.0039557308
202004,0.0096911341,0.0022117892,-0.017282661,0.0169986105,0.001241,-0.001343491,-0.013304403,0.0109863956,0.0011315559,-0.013756327,-0.003022213,-0.004736838
